"Title","Features.Handheld?","Features.Max Players","Features.Multiplatform?","Features.Online?","Metadata.Genres","Metadata.Licensed?","Metadata.Publishers","Metadata.Sequel?","Metrics.Review Score","Metrics.Sales","Metrics.Used Price","Release.Console","Release.Rating","Release.Re-release?","Release.Year","Length.All PlayStyles.Average","Length.All PlayStyles.Leisure","Length.All PlayStyles.Median","Length.All PlayStyles.Polled","Length.All PlayStyles.Rushed","Length.Completionists.Average","Length.Completionists.Leisure","Length.Completionists.Median","Length.Completionists.Polled","Length.Completionists.Rushed","Length.Main + Extras.Average","Length.Main + Extras.Leisure","Length.Main + Extras.Median","Length.Main + Extras.Polled","Length.Main + Extras.Rushed","Length.Main Story.Average","Length.Main Story.Leisure","Length.Main Story.Median","Length.Main Story.Polled","Length.Main Story.Rushed"
"The Eye of Judgment","True","2","True","True","Strategy","True","Sony","True","75","0.3","12.95","PlayStation 3","E","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"MLB 07: The Show","True","2","True","True","Sports","True","Sony","True","77","0.3","9.95","PlayStation 3","T","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Virtua Fighter 5","True","2","True","True","Action","True","Sega","True","85","0.3","14.95","PlayStation 3","M","True","2007","3.3333333333333335","5.7","1.5","10","1.3666666666666667","1.25","1.3666666666666667","1.25","2","1.1166666666666667","8.333333333333334","8.583333333333334","8.0","3","8.083333333333334","1.1666666666666667","1.5833333333333335","1.1666666666666667","5","0.75"
"NiGHTS: Journey of Dreams","True","2","True","True","Action","True","Sega","True","69","0.3","14.95","Nintendo Wii","M","True","2007","6.683333333333334","7.083333333333333","6.616666666666667","4","6.316666666666666","0.0","0.0","0.0","0","0.0","7.25","7.25","7.25","1","7.25","6.5","6.883333333333333","6.0","3","6.116666666666666"
"Puzzle Quest: Challenge of the Warlords","True","1","True","True","Role-Playing (RPG),Strategy","True","","True","82","0.3","17.95","Nintendo DS","E","True","2007","41.166666666666664","59.78333333333333","40.0","58","27.783333333333335","54.56666666666667","62.63333333333333","56.0","7","47.63333333333333","40.95","59.85","40.5","30","27.85","37.016666666666666","47.5","35.0","21","29.0"
"NBA Live 08","True","1","True","True","Sports","True","EA","True","73","0.3","14.95","Sony PSP","E","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Kane & Lynch: Dead Men","True","2","True","True","Action","True","Eidos","True","64","0.29","19.95","PlayStation 3","E","True","2007","5.933333333333334","11.816666666666666","6.0","124","4.483333333333333","9.55","11.633333333333333","9.0","4","7.75","6.633333333333333","10.733333333333333","6.333333333333333","25","4.783333333333333","5.6","11.733333333333333","6.0","95","4.4"
"Crash of the Titans","True","2","True","True","Action","True","","True","65","0.29","17.95","X360","E","True","2007","7.75","9.05","8.0","19","5.716666666666667","9.216666666666667","9.733333333333333","9.216666666666667","2","8.7","10.1","10.1","10.1","1","10.1","7.433333333333334","8.733333333333333","7.5","16","5.5"
"Harry Potter and the Order of the Phoenix","True","1","True","True","Action","True","EA","True","51","0.29","17.95","Nintendo DS","E","True","2007","12.383333333333333","15.65","12.25","25","8.816666666666666","15.2","17.05","15.0","10","14.05","10.0","10.0","10.0","1","10.0","10.533333333333333","14.133333333333333","10.0","14","7.8"
"SimCity DS","True","1","True","True","Simulation","True","EA","True","69","0.29","14.95","Nintendo DS","T","True","2007","3.0","3.0","3.0","1","3.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","3.0","3.0","3.0","1","3.0"
"Wario: Master of Disguise","True","1","True","True","Action","True","Nintendo","True","60","0.29","14.95","Nintendo DS","E","True","2007","10.283333333333333","12.433333333333334","9.5","4","8.533333333333333","0.0","0.0","0.0","0","0.0","15.0","15.0","15.0","1","15.0","8.716666666666667","9.416666666666666","9.0","3","8.016666666666667"
"No More Heroes","True","1","True","True","Action,Racing / Driving","True","Ubisoft","True","83","0.29","17.95","Nintendo Wii","M","True","2007","14.633333333333333","35.9","13.0","80","9.4","26.883333333333333","41.833333333333336","24.5","12","19.833333333333332","14.4","19.35","14.0","34","11.833333333333334","10.533333333333333","12.816666666666666","10.0","34","7.633333333333333"
"BlackSite: Area 51","True","1","True","True","Action","True","Midway","True","62","0.29","17.95","X360","E","True","2007","5.816666666666666","7.9","5.8","30","4.683333333333334","6.8","7.4","6.8","2","6.216666666666667","5.866666666666667","6.216666666666667","6.0","4","5.466666666666667","5.733333333333333","7.816666666666666","5.533333333333333","24","4.583333333333333"
"Shrek the Third","True","2","True","True","Action","True","Activision","True","56","0.28","14.95","X360","E","True","2007","5.116666666666666","5.966666666666667","4.75","4","4.466666666666667","5.5","5.5","5.5","1","5.5","7.0","7.0","7.0","1","7.0","4.0","4.0","4.0","2","4.0"
"Shrek the Third","True","1","True","True","Adventure","True","Activision","True","70","0.28","16.95","Nintendo DS","T","True","2007","5.116666666666666","5.966666666666667","4.75","4","4.466666666666667","5.5","5.5","5.5","1","5.5","7.0","7.0","7.0","1","7.0","4.0","4.0","4.0","2","4.0"
"Surf's Up","True","1","True","True","Racing / Driving,Sports","True","Ubisoft","True","56","0.28","14.95","Nintendo DS","T","True","2007","1.2833333333333332","1.6166666666666667","1.2833333333333332","2","0.9666666666666667","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","1.2833333333333332","1.6166666666666667","1.2833333333333332","2","0.9666666666666667"
"MLB 07: The Show","True","1","True","True","Sports","True","Sony","True","82","0.28","9.95","Sony PSP","E","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"TMNT","True","1","True","True","Action","True","Ubisoft","True","58","0.28","19.95","X360","E","True","2007","4.916666666666667","6.466666666666667","5.0","32","3.466666666666667","5.183333333333334","6.166666666666667","5.0","10","4.4","5.5","6.8","5.75","4","4.05","4.65","5.466666666666667","4.75","18","3.35"
"Spider-Man: Friend or Foe","True","2","True","True","Action","True","Activision","True","60","0.27","17.95","X360","E","True","2007","11.116666666666667","17.516666666666666","9.0","17","7.0","17.15","20.883333333333333","16.4","6","12.966666666666667","6.9","8.416666666666666","6.816666666666666","4","5.4","8.35","10.583333333333334","8.0","7","6.833333333333333"
"Contra 4","True","1","True","True","Action","True","Konami","True","83","0.27","17.95","Nintendo DS","T","True","2007","7.366666666666666","17.916666666666668","3.1166666666666667","12","3.1166666666666667","17.5","17.75","17.5","2","17.25","0.0","0.0","0.0","0","0.0","5.333333333333333","17.166666666666668","2.1166666666666667","10","2.3666666666666667"
"Phoenix Wright: Ace Attorney - Trials and Tribu...","True","1","True","True","Adventure,Simulation","True","Capcom","True","81","0.27","17.95","Nintendo DS","T","True","2007","22.083333333333332","34.766666666666666","21.033333333333335","107","15.766666666666667","23.783333333333335","35.68333333333333","23.0","48","16.683333333333334","24.666666666666668","24.85","24.666666666666668","4","24.466666666666665","20.416666666666668","26.666666666666668","20.0","55","15.5"
"Disney Pirates of the Caribbean: At World's End","True","1","True","True","Action","True","Disney","True","66","0.27","14.95","Nintendo DS","T","True","2007","10.316666666666666","20.266666666666666","7.0","11","6.816666666666666","31.9","31.9","31.9","1","31.9","11.716666666666667","12.5","12.466666666666667","4","10.533333333333333","5.8","6.433333333333334","5.916666666666667","6","5.433333333333334"
"Dragon Ball Z: Shin Budokai - Another Road","True","1","True","True","Action","True","Atari,Namco","True","65","0.27","16.95","Sony PSP","E","True","2007","8.616666666666667","9.233333333333333","8.35","6","8.233333333333333","9.0","9.0","9.0","1","9.0","0.0","0.0","0.0","0","0.0","8.533333333333333","9.133333333333333","8.0","5","8.133333333333333"
"Spider-Man 3","True","1","True","True","Action","True","Activision","True","60","0.27","17.95","PlayStation 3","E","True","2007","10.833333333333334","16.283333333333335","10.316666666666666","18","7.883333333333333","10.816666666666666","10.816666666666666","10.816666666666666","1","10.816666666666666","12.55","16.966666666666665","11.316666666666666","7","10.966666666666667","9.633333333333333","12.483333333333333","9.666666666666666","10","7.416666666666667"
"The Golden Compass","True","1","True","True","Action","True","Sega","True","41","0.27","9.95","X360","M","True","2007","8.566666666666666","12.133333333333333","7.0","5","6.383333333333334","0.0","0.0","0.0","0","0.0","16.5","16.5","16.5","1","16.5","6.583333333333333","7.1","6.983333333333333","4","5.883333333333333"
"Stuntman: Ignition","True","4","True","True","Action,Racing / Driving","True","THQ","True","75","0.26","14.95","X360","T","True","2007","8.2","11.133333333333333","6.333333333333333","10","5.8","13.1","14.516666666666667","15.0","3","11.683333333333334","6.333333333333333","6.416666666666667","6.333333333333333","2","6.25","6.016666666666667","7.816666666666666","5.266666666666667","5","5.0"
"Chicken Shoot","True","2","True","True","Action","True","","True","27","0.26","12.95","Nintendo Wii","E","True","2007","0.6166666666666667","0.6833333333333333","0.6166666666666667","2","0.55","0.5","0.5","0.5","1","0.5","0.0","0.0","0.0","0","0.0","0.75","0.75","0.75","1","0.75"
"Shrek the Third","True","2","True","True","Action","True","Activision","True","57","0.26","16.95","Nintendo Wii","E","True","2007","5.116666666666666","5.966666666666667","4.75","4","4.466666666666667","5.5","5.5","5.5","1","5.5","7.0","7.0","7.0","1","7.0","4.0","4.0","4.0","2","4.0"
"DK: Jungle Climber","True","1","True","True","Action,Strategy","True","Nintendo","True","77","0.26","24.95","Nintendo DS","T","True","2007","6.433333333333334","7.6","6.0","3","5.25","0.0","0.0","0.0","0","0.0","9.0","9.0","9.0","1","9.0","5.15","5.566666666666666","5.15","2","4.716666666666667"
"Dragon Quest IV: Chapters of the Chosen","True","1","True","True","Role-Playing (RPG)","True","SquareEnix","True","80","0.26","24.95","Nintendo DS","T","True","2007","31.566666666666666","53.766666666666666","30.0","140","23.066666666666666","42.03333333333333","54.233333333333334","40.05","15","35.516666666666666","33.46666666666667","54.766666666666666","32.11666666666667","58","24.066666666666666","27.566666666666666","38.31666666666667","26.65","67","22.5"
"300: March to Glory","True","1","True","True","Action","True","Eidos","True","55","0.26","14.95","Sony PSP","E","True","2007","7.4","7.4","7.4","1","7.4","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","7.4","7.4","7.4","1","7.4"
"Fire Emblem: Radiant Dawn","True","1","True","True","Role-Playing (RPG),Strategy","True","Nintendo","True","78","0.26","34.95","Nintendo Wii","T","True","2007","50.18333333333333","99.5","47.833333333333336","70","30.833333333333332","55.516666666666666","62.61666666666667","55.0","7","49.61666666666667","63.766666666666666","105.65","58.833333333333336","20","47.15","43.0","55.75","42.0","43","27.583333333333332"
"The Golden Compass","True","1","True","True","Action","True","Sega","True","35","0.26","14.95","Nintendo Wii","E","True","2007","8.566666666666666","12.133333333333333","7.0","5","6.383333333333334","0.0","0.0","0.0","0","0.0","16.5","16.5","16.5","1","16.5","6.583333333333333","7.1","6.983333333333333","4","5.883333333333333"
"Manhunt 2","True","1","True","True","Action","True","Rockstar","True","62","0.26","19.95","Nintendo Wii","E","True","2007","10.383333333333333","17.15","9.5","33","6.816666666666666","21.183333333333334","22.783333333333335","21.183333333333334","2","19.583333333333332","12.333333333333334","14.083333333333334","14.0","7","10.083333333333334","8.9","12.866666666666667","8.566666666666666","24","6.216666666666667"
"NASCAR 08","True","1","True","True","Racing / Driving,Sports","True","EA","True","59","0.25","12.95","X360","E","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Virtua Tennis 3","True","4","True","True","Sports","True","Sega","True","80","0.24","19.95","PlayStation 3","E","True","2007","18.166666666666668","26.533333333333335","15.5","6","14.5","0.0","0.0","0.0","0","0.0","18.4","26.466666666666665","15.0","5","14.433333333333334","17.0","17.0","17.0","1","17.0"
"All-Pro Football 2K8","True","4","True","True","Sports","True","2K","True","75","0.24","7.95","X360","T","True","2007","12.0","12.0","12.0","1","12.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","12.0","12.0","12.0","1","12.0"
"Major League Baseball 2K7","True","2","True","True","Sports","True","2K","True","74","0.24","7.95","PlayStation 3","M","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"The Warriors","True","1","True","True","Action","True","Rockstar","True","52","0.24","17.95","Sony PSP","T","True","2007","12.566666666666666","16.75","10.45","14","9.0","12.916666666666666","12.916666666666666","12.916666666666666","1","12.916666666666666","10.366666666666667","10.366666666666667","10.366666666666667","1","10.366666666666667","12.733333333333333","16.75","10.266666666666667","12","9.0"
"Ghost Rider","True","4","True","True","Action","True","2K","True","49","0.23","16.95","Sony PSP","T","True","2007","4.633333333333333","5.116666666666666","4.816666666666666","3","4.166666666666667","3.6","3.6","3.6","1","3.6","0.0","0.0","0.0","0","0.0","5.15","5.316666666666666","5.15","2","4.983333333333333"
"Tony Hawk's Proving Ground","True","2","True","True","Sports","True","Activision","True","57","0.23","16.95","Nintendo Wii","E","True","2007","8.133333333333333","8.133333333333333","8.133333333333333","1","8.133333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.133333333333333","8.133333333333333","8.133333333333333","1","8.133333333333333"
"Juiced 2: Hot Import Nights","True","2","True","True","Racing / Driving","True","THQ","True","68","0.23","14.95","X360","E","True","2007","16.45","18.0","15.6","8","15.0","0.0","0.0","0.0","0","0.0","17.416666666666668","18.683333333333334","17.35","4","16.183333333333334","15.5","16.616666666666667","15.0","4","14.616666666666667"
"Juiced 2: Hot Import Nights","True","1","True","True","Racing / Driving","True","THQ","True","72","0.23","13.95","Nintendo DS","T","True","2007","16.45","18.0","15.6","8","15.0","0.0","0.0","0.0","0","0.0","17.416666666666668","18.683333333333334","17.35","4","16.183333333333334","15.5","16.616666666666667","15.0","4","14.616666666666667"
"The Simpsons Game","True","1","True","True","Action","True","EA","True","59","0.23","16.95","Sony PSP","M","True","2007","1.0333333333333334","2.4","1.0","35","0.7166666666666667","1.4833333333333334","2.5166666666666666","1.0","7","0.9","0.0","0.0","0.0","0","0.0","0.9333333333333333","1.45","0.8666666666666667","28","0.65"
"Syphon Filter: Logan's Shadow","True","1","True","True","Action,Strategy","True","Sony","True","85","0.23","16.95","Sony PSP","T","True","2007","10.633333333333333","11.15","10.0","7","9.65","10.766666666666667","11.383333333333333","10.766666666666667","2","10.15","10.333333333333334","11.083333333333334","10.0","3","9.583333333333334","11.0","11.5","11.0","2","10.5"
"Tiger Woods PGA Tour 08","True","4","True","True","Sports","True","EA","True","79","0.22","12.95","PlayStation 3","T","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Ratatouille","True","4","True","True","Action","True","THQ","True","56","0.22","16.95","X360","T","True","2007","13.2","19.8","12.5","6","7.666666666666667","15.0","15.0","15.0","2","15.0","26.75","26.75","26.75","1","26.75","7.5","9.366666666666667","10.0","3","5.616666666666667"
"Trauma Center: New Blood","True","2","True","True","Action,Simulation","True","Nintendo","True","77","0.22","17.95","Nintendo Wii","E","True","2007","11.733333333333333","16.066666666666666","12.566666666666666","16","8.483333333333333","0.0","0.0","0.0","0","0.0","16.0","17.75","15.0","3","14.25","10.75","12.866666666666667","12.0","13","8.1"
"Hotel Dusk: Room 215","True","1","True","True","Adventure","True","Nintendo","True","78","0.22","14.95","Nintendo DS","E","True","2007","15.6","24.816666666666666","15.0","85","12.45","16.733333333333334","25.35","16.0","17","12.983333333333333","16.383333333333333","17.333333333333332","16.0","9","15.583333333333334","15.15","18.083333333333332","15.0","59","12.916666666666666"
"Mega Man ZX Advent","True","1","True","True","Action","True","Capcom","True","78","0.22","17.95","Nintendo DS","T","True","2007","12.883333333333333","23.983333333333334","10.933333333333334","18","8.383333333333333","15.933333333333334","17.9","15.933333333333334","2","13.966666666666667","15.816666666666666","25.233333333333334","12.966666666666667","10","12.0","7.0","8.6","6.75","6","5.866666666666667"
"Silent Hill: 0rigins","True","1","True","True","Action","True","Konami","True","78","0.22","17.95","Sony PSP","E","True","2007","6.166666666666667","13.033333333333333","6.0","64","4.45","6.0","6.5","6.0","4","5.5","6.6","12.9","5.0","11","4.366666666666666","6.083333333333333","8.616666666666667","6.0","49","4.433333333333334"
"Harry Potter and the Order of the Phoenix","True","1","True","True","Action","True","EA","True","68","0.22","16.95","X360","M","True","2007","12.383333333333333","15.65","12.25","25","8.816666666666666","15.2","17.05","15.0","10","14.05","10.0","10.0","10.0","1","10.0","10.533333333333333","14.133333333333333","10.0","14","7.8"
"NHL 08 ","True","1","True","True","Sports","True","EA","True","85","0.22","9.95","X360","E","True","2007","17.5","18.75","17.5","2","16.25","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","17.5","18.75","17.5","2","16.25"
"Castlevania: The Dracula X Chronicles","True","2","True","True","Action","True","Konami","True","80","0.21","16.95","Sony PSP","E","True","2007","8.566666666666666","17.316666666666666","7.5","24","4.75","5.316666666666666","5.316666666666666","5.316666666666666","1","5.316666666666666","12.333333333333334","18.85","9.916666666666666","8","6.883333333333333","6.766666666666667","10.933333333333334","7.0","15","4.166666666666667"
"Tony Hawk's Proving Ground","True","1","True","True","Sports","True","Activision","True","39","0.21","13.95","Nintendo DS","M","True","2007","8.133333333333333","8.133333333333333","8.133333333333333","1","8.133333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.133333333333333","8.133333333333333","8.133333333333333","1","8.133333333333333"
"Jeanne d'Arc","True","1","True","True","Role-Playing (RPG),Strategy","True","Sony","True","87","0.21","19.95","Sony PSP","T","True","2007","39.483333333333334","61.2","37.016666666666666","44","27.616666666666667","68.0","74.0","68.0","2","62.0","42.13333333333333","62.15","38.166666666666664","26","33.56666666666667","31.6","36.61666666666667","30.916666666666668","16","24.116666666666667"
"BWii: Battalion Wars 2","True","1","True","True","Action,Simulation,Strategy","True","Nintendo","True","75","0.21","14.95","Nintendo Wii","T","True","2007","10.033333333333333","15.433333333333334","9.716666666666667","10","7.55","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","10.033333333333333","15.433333333333334","9.716666666666667","10","7.55"
"Battlestations: Midway","True","1","True","True","Action,Strategy","True","Eidos","True","73","0.21","17.95","X360","T","True","2007","7.966666666666667","10.166666666666666","8.716666666666667","15","5.716666666666667","0.0","0.0","0.0","0","0.0","3.2666666666666666","3.2666666666666666","3.2666666666666666","1","3.2666666666666666","8.3","10.283333333333333","8.85","14","5.833333333333333"
"Dragon Ball Z: Harukanaru Densetsu","True","1","True","True","Strategy","True","Atari","True","57","0.2","14.95","Nintendo DS","T","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Touch the Dead","True","1","True","True","Action","True","","True","56","0.2","16.95","Nintendo DS","T","True","2007","4.65","4.65","4.65","1","4.65","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","4.65","4.65","4.65","1","4.65"
"The Darkness","True","1","True","True","Action","True","2K","True","80","0.2","14.95","PlayStation 3","E","True","2007","10.9","17.066666666666666","10.0","90","7.966666666666667","17.733333333333334","21.283333333333335","20.0","5","14.433333333333334","11.7","15.383333333333333","11.116666666666667","40","9.2","9.433333333333334","11.183333333333334","9.5","45","7.466666666666667"
"Donkey Kong Barrel Blast","True","4","True","True","Racing / Driving","True","Nintendo","True","46","0.19","29.95","Nintendo Wii","T","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"The BIGS","True","4","True","True","Action,Simulation,Sports","True","2K","True","79","0.19","12.95","X360","M","True","2007","16.816666666666666","30.066666666666666","10.133333333333333","4","6.916666666666667","46.68333333333333","46.68333333333333","46.68333333333333","1","46.68333333333333","0.0","0.0","0.0","0","0.0","6.866666666666667","11.7","0.5333333333333333","3","2.033333333333333"
"Armored Core 4","True","2","True","True","Action","True","Sega","True","65","0.19","17.95","X360","E","True","2007","20.6","22.65","20.0","5","19.15","0.0","0.0","0.0","0","0.0","19.0","19.5","19.0","3","18.5","23.0","24.0","23.0","2","22.0"
"Etrian Odyssey","True","1","True","True","Role-Playing (RPG)","True","Nintendo","True","75","0.19","24.95","Nintendo DS","E","True","2007","60.81666666666667","98.33333333333333","54.05","24","40.71666666666667","92.11666666666666","113.68333333333334","84.15","4","74.56666666666666","58.88333333333333","72.75","68.5","9","43.833333333333336","51.0","56.75","50.0","11","45.25"
"Ben 10: Protector of the Earth","True","1","True","True","Action","True","","True","60","0.19","16.95","Sony PSP","T","True","2007","5.083333333333333","6.45","4.55","10","3.4","5.466666666666667","6.483333333333333","4.333333333333333","3","4.45","5.066666666666666","6.316666666666666","4.216666666666667","3","3.8166666666666664","4.816666666666666","5.983333333333333","5.133333333333334","4","3.4833333333333334"
"Tom Clancy's Splinter Cell: Double Agent","True","1","True","True","Action,Strategy","True","Ubisoft","True","78","0.19","22.95","PlayStation 3","M","True","2007","12.416666666666666","35.85","11.0","76","8.85","17.366666666666667","37.166666666666664","11.333333333333334","9","11.216666666666667","11.933333333333334","19.25","11.0","27","8.733333333333333","11.616666666666667","15.65","11.0","40","9.65"
"Looney Tunes: Acme Arsenal","True","1","True","True","Action","True","","True","27","0.19","14.95","Nintendo Wii","T","True","2007","3.8333333333333335","4.466666666666667","3.15","3","3.2","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","3.8333333333333335","4.466666666666667","3.15","3","3.2"
"Zack & Wiki: Quest for Barbaros' Treasure","True","1","True","True","Adventure","True","Capcom","True","87","0.19","17.95","Nintendo Wii","E","True","2007","15.95","25.883333333333333","15.0","37","11.333333333333334","22.116666666666667","27.266666666666666","18.0","3","16.95","15.233333333333333","19.383333333333333","15.0","11","11.15","15.483333333333333","25.55","14.083333333333334","23","11.383333333333333"
"Monster Jam","True","4","True","True","Sports","True","Activision","True","43","0.18","17.95","X360","M","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Virtua Fighter 5","True","2","True","True","Action","True","Sega","True","89","0.18","17.95","X360","E","True","2007","3.3333333333333335","5.7","1.5","10","1.3666666666666667","1.25","1.3666666666666667","1.25","2","1.1166666666666667","8.333333333333334","8.583333333333334","8.0","3","8.083333333333334","1.1666666666666667","1.5833333333333335","1.1666666666666667","5","0.75"
"Lunar Knights","True","1","True","True","Action","True","Konami","True","82","0.18","16.95","Nintendo DS","T","True","2007","18.55","32.25","15.25","13","13.116666666666667","26.0","28.0","26.0","2","24.0","21.65","33.28333333333333","16.283333333333335","6","14.316666666666666","11.883333333333333","13.6","12.0","5","10.633333333333333"
"Enchanted Arms","True","1","True","True","Role-Playing (RPG)","True","Ubisoft","True","64","0.18","17.95","PlayStation 3","E","True","2007","43.28333333333333","70.81666666666666","40.0","51","29.816666666666666","52.4","74.95","47.45","22","34.36666666666667","43.65","71.66666666666667","43.03333333333333","19","30.833333333333332","22.483333333333334","25.266666666666666","21.833333333333332","10","20.066666666666666"
"F.E.A.R.: First Encounter Assault Recon","True","1","True","True","Action","True","","True","72","0.18","17.95","PlayStation 3","T","True","2007","9.4","18.6","9.0","557","6.6","11.9","17.433333333333334","11.866666666666667","62","8.383333333333333","10.933333333333334","19.25","10.066666666666666","106","7.983333333333333","8.583333333333334","13.25","8.416666666666666","389","6.25"
"Folklore","True","1","True","True","Action,Role-Playing (RPG)","True","Sony","True","75","0.18","24.95","PlayStation 3","E","True","2007","20.783333333333335","39.35","16.65","49","14.616666666666667","41.13333333333333","45.56666666666667","41.13333333333333","2","36.7","25.633333333333333","42.43333333333333","24.116666666666667","22","19.433333333333334","14.866666666666667","22.116666666666667","13.1","25","12.25"
"Juiced 2: Hot Import Nights","True","1","True","True","Racing / Driving","True","THQ","True","71","0.18","17.95","PlayStation 3","T","True","2007","16.45","18.0","15.6","8","15.0","0.0","0.0","0.0","0","0.0","17.416666666666668","18.683333333333334","17.35","4","16.183333333333334","15.5","16.616666666666667","15.0","4","14.616666666666667"
"The Elder Scrolls IV: Shivering Isles","True","1","True","True","Action,Role-Playing (RPG)","True","","True","86","0.18","24.95","X360","E","True","2007","21.8","46.9","15.8","38","12.9","49.233333333333334","63.016666666666666","52.86666666666667","5","35.516666666666666","20.816666666666666","34.68333333333333","17.933333333333334","22","13.183333333333334","11.266666666666667","15.316666666666666","10.0","11","9.483333333333333"
"NHL 08","True","7","True","True","Sports","True","EA","True","86","0.17","9.95","PlayStation 3","T","True","2007","17.5","18.75","17.5","2","16.25","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","17.5","18.75","17.5","2","16.25"
"NCAA 07 March Madness","True","4","True","True","Sports","True","EA","True","67","0.17","7.95","X360","E","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Rayman Raving Rabbids","True","4","True","True","Action","True","Ubisoft","True","67","0.17","16.95","X360","M","True","2007","6.7","8.216666666666667","6.183333333333334","27","5.133333333333334","8.1","8.55","8.1","2","7.65","8.266666666666667","9.1","8.133333333333333","8","6.766666666666667","5.8","6.95","6.0","17","4.866666666666667"
"Viva Pi$?ata: Party Animals","True","4","True","True","Racing / Driving","True","Microsoft","True","56","0.17","14.95","X360","T","True","2007","8.883333333333333","8.883333333333333","8.883333333333333","1","8.883333333333333","8.883333333333333","8.883333333333333","8.883333333333333","1","8.883333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Warriors Orochi","True","2","True","True","Action,Role-Playing (RPG)","True","","True","53","0.17","19.95","X360","E","True","2007","16.25","28.8","15.0","5","9.7","42.0","42.0","42.0","1","42.0","9.383333333333333","12.183333333333334","9.383333333333333","2","6.566666666666666","10.25","12.866666666666667","10.25","2","7.616666666666667"
"Luminous Arc","True","1","True","True","Role-Playing (RPG),Strategy","True","","True","70","0.17","24.95","Nintendo DS","T","True","2007","28.133333333333333","44.6","24.316666666666666","28","21.916666666666668","49.71666666666667","57.85","55.733333333333334","5","43.85","24.416666666666668","27.233333333333334","24.533333333333335","8","21.75","22.916666666666668","27.483333333333334","21.75","15","19.983333333333334"
"Picross DS","True","1","True","True","Strategy","True","Nintendo","True","83","0.17","17.95","Nintendo DS","E","True","2007","62.43333333333333","138.28333333333333","50.68333333333333","18","38.28333333333333","75.81666666666666","143.95","60.0","9","56.95","56.666666666666664","86.66666666666667","50.0","5","36.666666666666664","39.516666666666666","45.166666666666664","38.35","4","34.46666666666667"
"Harry Potter and the Order of the Phoenix","True","1","True","True","Action","True","EA","True","67","0.17","17.95","PlayStation 3","E","True","2007","12.383333333333333","15.65","12.25","25","8.816666666666666","15.2","17.05","15.0","10","14.05","10.0","10.0","10.0","1","10.0","10.533333333333333","14.133333333333333","10.0","14","7.8"
"College Hoops 2K7","True","6","True","True","Sports","True","2K","True","81","0.16","6.95","PlayStation 3","E","True","2007","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
